"countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"CRAWFORD","IL",3,1,"14150",4030,76,1.88585607940447
"CUMBERLAND","IL",2,2,"14160",1893,92,4.86001056524036
"DEKALB","IL",0,0,"14170",11320,0,0
"DEWITT","IL",3,2,"14180",3082,361,11.7131732641142
"DOUGLAS","IL",3,3,"14190",2951,581,19.6882412741444
"DUPAGE","IL",8,1,"14250",105252,2238,2.12632539049139
"EDGAR","IL",2,2,"14310",3827,78,2.03814998693494
"EDWARDS","IL",0,0,"14320",1312,0,0
"EFFINGHAM","IL",1,0,"14330",6095,24,0.393765381460213
"FAYETTE","IL",0,0,"14340",3864,0,0
"FORD","IL",1,1,"14350",2698,201,7.44996293550778
"FRANKLIN","IL",2,1,"14360",9032,770,8.52524357838795
"FULTON","IL",2,2,"14370",7622,247,3.24061926003674
"GALLATIN","IL",1,1,"14380",1435,21,1.46341463414634
"GREENE","IL",2,1,"14390",3061,74,2.41751061744528
"GRUNDY","IL",0,0,"14400",5979,0,0
"HAMILTON","IL",1,1,"14410",1859,38,2.04410973641743
"HANCOCK","IL",3,1,"14420",4256,57,1.33928571428571
"HARDIN","IL",0,0,"14421",946,0,0
"HENDERSON","IL",1,1,"14440",1455,11,0.756013745704467
"HENRY","IL",4,3,"14450",9159,1042,11.3767878589366
"IROQUOIS","IL",2,1,"14460",6397,156,2.43864311395967
"JACKSON","IL",2,2,"14470",8212,116,1.4125669751583
"JASPER","IL",1,1,"14480",1832,31,1.69213973799127
"JEFFERSON","IL",2,2,"14490",7083,91,1.2847663419455
"JERSEY","IL",1,0,"14500",3273,16,0.488848151542927
"JO DAVIESS","IL",3,3,"14510",4791,1159,24.1911918179921
"JOHNSON","IL",1,1,"14520",2476,23,0.92891760904685
"KANE","IL",4,1,"14530",48630,2273,4.67406950442114
"KANKAKEE","IL",2,0,"14540",17853,70,0.392090965103904
"KENDALL","IL",2,1,"14550",5723,708,12.3711340206186
"KNOX","IL",6,2,"14560",10960,1034,9.43430656934307
"LAKE","IL",6,0,"14570",71556,262,0.366146794119291
"LA SALLE","IL",3,0,"14580",20749,112,0.539785049881922
"LAWRENCE","IL",0,0,"14590",3264,0,0
"LEE","IL",1,1,"14600",6628,39,0.588412794206397
"LIVINGSTON","IL",3,3,"14610",6396,452,7.06691682301438
"LOGAN","IL",1,1,"14620",5202,30,0.576701268742791
"MCDONOUGH","IL",2,1,"14630",5019,52,1.03606296074915
"MCHENRY","IL",2,0,"14640",33418,64,0.191513555568855
"MCLEAN","IL",6,3,"14650",18545,2054,11.075761660825
"MACON","IL",3,1,"14660",20974,550,2.62229426909507
"MACOUPIN","IL",3,0,"14670",9831,48,0.488251449496491
"MADISON","IL",10,4,"14680",44768,7809,17.4432630450322
"MARION","IL",1,1,"14690",9301,206,2.2148156112246
"MARSHALL","IL",3,3,"14700",2393,164,6.85332218972002
"MASON","IL",1,0,"14710",3425,12,0.35036496350365
"MASSAC","IL",0,0,"14720",3155,0,0
"MENARD","IL",0,0,"14730",1988,0,0
"MERCER","IL",3,2,"14740",2980,276,9.26174496644295
"MONROE","IL",7,4,"14750",4474,614,13.723737147966
"MONTGOMERY","IL",1,0,"14760",6138,14,0.228087324861518
"MORGAN","IL",0,0,"14770",6856,0,0
"MOULTRIE","IL",3,2,"14780",3158,75,2.37492083597213
"OGLE","IL",2,2,"14790",8208,303,3.69152046783626
"PEORIA","IL",7,3,"14800",30533,3173,10.392034847542
"PERRY","IL",2,2,"14810",4199,159,3.78661586091927
"PIATT","IL",3,1,"14820",3209,428,13.3374883141165
"PIKE","IL",1,0,"14830",3708,14,0.377562028047465
"POPE","IL",0,0,"14831",863,0,0
"PULASKI","IL",1,1,"14850",1345,54,4.01486988847584
"PUTNAM","IL",1,1,"14860",1160,18,1.55172413793103
"RANDOLPH","IL",3,2,"14870",5994,223,3.72038705372039
"RICHLAND","IL",1,1,"14880",3506,48,1.36908157444381
"ROCK ISLAND","IL",3,2,"14890",26815,4206,15.6852507924669
"SAINT CLAIR","IL",11,4,"14900",39650,6373,16.0731399747793
"SALINE","IL",2,1,"14910",5927,58,0.97857263371014
"SANGAMON","IL",5,0,"14920",31296,181,0.578348670756646
"SCHUYLER","IL",0,0,"14921",1392,0,0
"SCOTT","IL",0,0,"14940",981,0,0
"SHELBY","IL",1,0,"14950",4440,11,0.247747747747748
"STARK","IL",1,1,"14960",1318,39,2.95902883156297
"STEPHENSON","IL",4,1,"14970",9908,758,7.65038352846185
"TAZEWELL","IL",5,3,"14980",23165,2100,9.06540038851716
"UNION","IL",2,1,"14981",3723,44,1.18184260005372
"VERMILION","IL",5,1,"14982",16361,2448,14.9624106105984
"WABASH","IL",1,1,"14983",2360,13,0.550847457627119
"WARREN","IL",3,1,"14984",3379,65,1.92364604912696
"WASHINGTON","IL",2,1,"14985",2629,51,1.93990110308102
"WAYNE","IL",1,0,"14986",3506,12,0.342270393610953
"WHITE","IL",2,2,"14987",3782,116,3.06716023268112
"WHITESIDE","IL",2,2,"14988",12030,238,1.97838736492103
"WILL","IL",11,0,"14989",58093,537,0.92437987365087
"WILLIAMSON","IL",2,1,"14990",11851,472,3.98278626276264
"WINNEBAGO","IL",4,2,"14991",45151,3483,7.71411485902859
"WOODFORD","IL",4,3,"14992",5171,353,6.82653258557339
"ADAMS","IN",3,2,"15000",4777,133,2.7841741678878
"ALLEN","IN",9,2,"15010",46499,2494,5.3635562055098
"BARTHOLOMEW","IN",0,0,"15020",11831,0,0
"BENTON","IN",1,1,"15030",1711,137,8.00701344243133
"BLACKFORD","IN",0,0,"15040",2625,0,0
"BOONE","IN",2,1,"15050",6246,194,3.10598783221262
"BROWN","IN",1,1,"15060",1491,17,1.140174379611
"CARROLL","IN",1,1,"15070",2763,405,14.6579804560261
"CASS","IN",1,0,"15080",6864,21,0.305944055944056
"CLARK","IN",4,0,"15090",16870,137,0.812092471843509
"CLAY","IN",1,1,"15100",5192,49,0.943759630200308
"CLINTON","IN",1,1,"15110",5391,495,9.18196994991653
"CRAWFORD","IN",0,0,"15120",2109,0,0
"DAVIESS","IN",1,0,"15130",4693,11,0.234391647134029
"DEARBORN","IN",1,0,"15140",7052,12,0.170164492342598
"DECATUR","IN",1,0,"15150",4273,17,0.397846945939621
"DE KALB","IN",3,1,"15160",6008,138,2.29693741677763
"DELAWARE","IN",0,0,"15170",19681,0,0
"DUBOIS","IN",2,0,"15180",6354,28,0.440667296191375
"ELKHART","IN",4,1,"15190",24965,663,2.65571800520729
"FAYETTE","IN",0,0,"15200",4974,0,0
"FLOYD","IN",1,0,"15210",11250,55,0.488888888888889
"FOUNTAIN","IN",1,1,"15220",3798,111,2.92259083728278
"FRANKLIN","IN",1,1,"15230",3122,23,0.736707238949391
"FULTON","IN",2,1,"15240",3635,127,3.49381017881706
"GIBSON","IN",3,2,"15250",5823,493,8.46642624076936
"GRANT","IN",1,0,"15260",13684,21,0.153463899444607
"GREENE","IN",1,1,"15270",5951,42,0.705763737187027
"HAMILTON","IN",5,2,"15280",18887,626,3.31444909196802
"HANCOCK","IN",1,1,"15290",8504,221,2.59877704609595
"HARRISON","IN",0,0,"15300",5742,0,0
"HENDRICKS","IN",3,1,"15310",13601,754,5.54371002132196
"HENRY","IN",0,0,"15320",9243,0,0
"HOWARD","IN",0,0,"15330",15086,0,0
"HUNTINGTON","IN",2,2,"15340",6764,370,5.47013601419279
"JACKSON","IN",0,0,"15350",7292,0,0
"JASPER","IN",1,1,"15360",5073,408,8.04257835600237
"JAY","IN",0,0,"15370",4118,0,0
"JEFFERSON","IN",0,0,"15380",5689,0,0
"JENNINGS","IN",0,0,"15390",4178,0,0
"JOHNSON","IN",3,2,"15400",17422,590,3.38652278728045
"KNOX","IN",1,1,"15410",7470,51,0.682730923694779
"KOSCIUSKO","IN",2,1,"15420",10876,400,3.67782272894446
"LAGRANGE","IN",1,1,"15430",4085,85,2.08078335373317
"LAKE","IN",5,0,"15440",76226,152,0.199407026473907
"LA PORTE","IN",0,0,"15450",17645,0,0
"LAWRENCE","IN",0,0,"15460",8407,0,0
"MADISON","IN",1,0,"15470",24323,21,0.0863380339596267
"MARION","IN",6,2,"15480",118019,6192,5.2466128335268
"MARSHALL","IN",2,1,"15490",7080,96,1.35593220338983
"MARTIN","IN",0,0,"15500",2001,0,0
"MIAMI","IN",2,2,"15510",5818,146,2.50945342041939
"MONROE","IN",0,0,"15520",14591,0,0
"MONTGOMERY","IN",1,1,"15530",6571,84,1.27834423984173
"MORGAN","IN",4,1,"15540",9437,323,3.42269789127901
"NEWTON","IN",1,1,"15550",2029,147,7.24494825036964
"NOBLE","IN",2,1,"15560",6241,217,3.47700688992149
"OHIO","IN",0,0,"15570",871,0,0
"ORANGE","IN",0,0,"15580",3559,0,0
"OWEN","IN",0,0,"15590",3244,0,0
"PARKE","IN",0,0,"15600",2972,0,0
"PERRY","IN",1,1,"15610",3318,63,1.89873417721519
"PIKE","IN",2,2,"15620",2416,235,9.72682119205298
"PORTER","IN",0,0,"15630",20359,0,0
"POSEY","IN",2,1,"15640",3870,263,6.79586563307493
"PULASKI","IN",1,1,"15650",2550,17,0.666666666666667
"PUTNAM","IN",1,0,"15660",5266,15,0.284846183061147
"RANDOLPH","IN",0,0,"15670",5085,0,0
"RIPLEY","IN",0,0,"15680",5021,0,0
"RUSH","IN",0,0,"15690",2977,0,0
"ST JOSEPH","IN",5,3,"15700",41523,922,2.22045613274571
"SCOTT","IN",0,0,"15710",4296,0,0
"SHELBY","IN",2,1,"15720",6309,90,1.4265335235378
"SPENCER","IN",1,1,"15730",3426,158,4.61179217746643
"STARKE","IN",0,0,"15740",4183,0,0
"STEUBEN","IN",1,0,"15750",5431,16,0.294605045111398
"SULLIVAN","IN",1,1,"15760",3725,38,1.02013422818792
"SWITZERLAND","IN",0,0,"15770",1425,0,0
"TIPPECANOE","IN",2,1,"15780",17253,2338,13.5512664464151
"VANDERBURGH","IN",4,1,"15810",31415,2964,9.4349832882381
"VERMILLION","IN",1,1,"15820",2984,41,1.37399463806971
"VIGO","IN",1,0,"15830",17669,50,0.282981493010357
"WABASH","IN",1,1,"15840",6590,329,4.99241274658574
"WARREN","IN",1,1,"15850",1088,88,8.08823529411765
"WARRICK","IN",4,2,"15860",7649,554,7.24277683357302
"WASHINGTON","IN",2,1,"15870",4225,52,1.23076923076923
"WAYNE","IN",0,0,"15880",13832,0,0
"WELLS","IN",2,2,"15890",4170,309,7.41007194244604
"WHITE","IN",1,1,"15900",5116,321,6.27443315089914
"WHITLEY","IN",2,2,"15910",5144,329,6.39580093312597
"ALLEN","KS",0,0,"17000",2789,0,0
"ANDERSON","KS",0,0,"17010",1743,0,0
"ATCHISON","KS",0,0,"17020",2963,0,0
"BARBER","KS",0,0,"17030",1186,0,0
"BARTON","KS",1,0,"17040",5416,20,0.369276218611521
"BOURBON","KS",0,0,"17050",2993,0,0
"BROWN","KS",0,0,"17060",2205,0,0
"BUTLER","KS",1,0,"17070",8655,31,0.358174465626805
"CHASE","KS",1,1,"17080",561,11,1.96078431372549
"CHAUTAUQUA","KS",0,0,"17090",995,0,0
"CHEROKEE","KS",1,0,"17100",3958,11,0.277918140474987
"CHEYENNE","KS",0,0,"17110",770,0,0
"CLARK","KS",0,0,"17120",528,0,0
"CLAY","KS",0,0,"17130",1895,0,0
"CLOUD","KS",0,0,"17140",2421,0,0
"COFFEY","KS",0,0,"17150",1568,0,0
"COMANCHE","KS",0,0,"17160",485,0,0
"COWLEY","KS",2,2,"17170",6171,133,2.15524226219413
"CRAWFORD","KS",1,1,"17180",6826,89,1.30383826545561
"DICKINSON","KS",1,1,"17200",3926,22,0.560366785532348
"DOUGLAS","KS",2,0,"17220",10788,44,0.407860585836114
"EDWARDS","KS",0,0,"17230",685,0,0
"ELK","KS",0,0,"17240",793,0,0
"ELLIS","KS",0,0,"17250",4433,0,0
"ELLSWORTH","KS",0,0,"17260",1276,0,0
"FINNEY","KS",0,0,"17270",3841,0,0
"FORD","KS",1,1,"17280",3748,30,0.80042689434365
"FRANKLIN","KS",1,0,"17290",4107,18,0.43827611395179
"GEARY","KS",0,0,"17300",3123,0,0
"GOVE","KS",0,0,"17310",746,0,0
"GRAHAM","KS",0,0,"17320",735,0,0
"GRANT","KS",0,0,"17330",899,0,0
"GRAY","KS",0,0,"17340",833,0,0
"GREENWOOD","KS",0,0,"17360",1826,0,0
"HAMILTON","KS",0,0,"17370",471,0,0
"HARPER","KS",0,0,"17380",1414,0,0
"HARVEY","KS",2,1,"17390",6379,222,3.48016930553378
"HODGEMAN","KS",0,0,"17410",389,0,0
"JACKSON","KS",1,1,"17420",2156,17,0.788497217068646
"JEFFERSON","KS",1,1,"17430",3116,27,0.866495507060334
"JEWELL","KS",0,0,"17440",928,0,0
"JOHNSON","KS",7,3,"17450",56867,8203,14.4248861378304
"KINGMAN","KS",0,0,"17470",1665,0,0
"LABETTE","KS",0,0,"17490",4435,0,0
"LANE","KS",0,0,"17500",447,0,0
"LEAVENWORTH","KS",4,0,"17510",7970,68,0.853199498117942
"LINCOLN","KS",0,0,"17520",766,0,0
"LINN","KS",0,0,"17530",2011,0,0
"LOGAN","KS",0,0,"17540",672,0,0
"LYON","KS",1,1,"17550",5057,146,2.88708720585327
"MCPHERSON","KS",0,0,"17560",5564,0,0
"MARION","KS",1,1,"17570",2789,15,0.537827178200072
"MARSHALL","KS",1,1,"17580",2448,74,3.02287581699346
"MIAMI","KS",4,2,"17600",3802,89,2.34087322461862
"MITCHELL","KS",0,0,"17610",1487,0,0
"MONTGOMERY","KS",2,0,"17620",7693,28,0.363967242948135
"MORRIS","KS",0,0,"17630",1335,0,0
"NEMAHA","KS",0,0,"17650",2201,0,0
"NEOSHO","KS",1,1,"17660",3372,42,1.24555160142349
"NESS","KS",0,0,"17670",884,0,0
"NORTON","KS",0,0,"17680",1172,0,0
"OSAGE","KS",1,1,"17690",2981,77,2.5830258302583
"OSBORNE","KS",0,0,"17700",1075,0,0
"OTTAWA","KS",0,0,"17710",1101,0,0
"PAWNEE","KS",0,0,"17720",1207,0,0
"POTTAWATOMIE","KS",0,0,"17740",2663,0,0
"PRATT","KS",0,0,"17750",1855,0,0
"RAWLINS","KS",0,0,"17760",738,0,0
"RENO","KS",1,0,"17770",12059,52,0.431213201758023
"REPUBLIC","KS",0,0,"17780",1427,0,0
"RICE","KS",0,0,"17790",2087,0,0
"RILEY","KS",0,0,"17800",5753,0,0
"RUSH","KS",0,0,"17820",919,0,0
"RUSSELL","KS",0,0,"17830",1838,0,0
"SALINE","KS",2,2,"17840",9102,124,1.3623379477038
"SCOTT","KS",0,0,"17841",425,0,0
"SEDGWICK","KS",6,1,"17860",63315,1649,2.60443812682619
"SHAWNEE","KS",2,1,"17880",29554,894,3.02497123908777
"SHERMAN","KS",0,0,"17900",1304,0,0
"STAFFORD","KS",0,0,"17920",1101,0,0
"STEVENS","KS",0,0,"17940",790,0,0
"SUMNER","KS",1,1,"17950",4526,86,1.90013256738842
"THOMAS","KS",0,0,"17960",1286,0,0
"TREGO","KS",0,0,"17970",744,0,0
"WABAUNSEE","KS",1,1,"17980",1190,15,1.26050420168067
"WALLACE","KS",1,1,"17981",337,12,3.56083086053412
"WASHINGTON","KS",0,0,"17982",1585,0,0
"WICHITA","KS",0,0,"17983",404,0,0
"WILSON","KS",0,0,"17984",2125,0,0
"WOODSON","KS",0,0,"17985",924,0,0
"WYANDOTTE","KS",4,3,"17986",21595,3406,15.7721694836768
"ADAIR","KY",0,0,"18000",3345,0,0
"ALLEN","KY",0,0,"18010",3262,0,0
"ANDERSON","KY",1,1,"18020",2798,17,0.607576840600429
"BALLARD","KY",0,0,"18030",2092,0,0
"BARREN","KY",0,0,"18040",7409,0,0
"BATH","KY",0,0,"18050",2178,0,0
"BELL","KY",1,1,"18060",6633,160,2.41218151665913
"BOONE","KY",6,3,"18070",11806,1229,10.409961036761
"BOURBON","KY",0,0,"18080",3318,0,0
"BOYD","KY",2,1,"18090",10724,157,1.46400596792242
"BOYLE","KY",0,0,"18100",5369,0,0
"BRACKEN","KY",0,0,"18110",1592,0,0
"BREATHITT","KY",0,0,"18120",3065,0,0
"BRECKINRIDGE","KY",0,0,"18130",3479,0,0
"BULLITT","KY",3,3,"18140",7089,279,3.93567498942023
"BUTLER","KY",0,0,"18150",2179,0,0
"CALDWELL","KY",2,2,"18160",2846,44,1.54602951510892
"CALLOWAY","KY",0,0,"18170",6249,0,0
"CAMPBELL","KY",5,2,"18180",13228,2072,15.6637435742365
"CARLISLE","KY",0,0,"18190",1169,0,0
"CARROLL","KY",0,0,"18191",1791,0,0
"CARTER","KY",1,0,"18210",4942,16,0.323755564548766
"CASEY","KY",0,0,"18220",2828,0,0
"CHRISTIAN","KY",1,0,"18230",8905,29,0.325659741718136
"CLARK","KY",3,1,"18240",5768,90,1.56033287101248
"CLAY","KY",0,0,"18250",4262,0,0
"CLINTON","KY",0,0,"18260",2299,0,0
"CRITTENDEN","KY",0,0,"18270",1894,0,0
"CUMBERLAND","KY",0,0,"18271",1636,0,0
"DAVIESS","KY",2,0,"18290",17061,38,0.222730203387844
"EDMONSON","KY",0,0,"18291",1840,0,0
"ELLIOTT","KY",0,0,"18310",1259,0,0
"ESTILL","KY",0,0,"18320",3358,0,0
"FAYETTE","KY",4,1,"18330",34337,568,1.65419227072837
"FLEMING","KY",0,0,"18340",2694,0,0
"FLOYD","KY",2,1,"18350",9217,972,10.5457307149832
"FRANKLIN","KY",1,0,"18360",9653,14,0.145032632342277
"FULTON","KY",1,1,"18361",1844,35,1.89804772234273
"GALLATIN","KY",0,0,"18362",1081,0,0
"GARRARD","KY",0,0,"18390",2742,0,0
"GRANT","KY",0,0,"18400",3651,0,0
"GRAVES","KY",1,0,"18410",7847,34,0.433286606346374
"GRAYSON","KY",1,0,"18420",5077,12,0.23636005515068
"GREEN","KY",0,0,"18421",2254,0,0
"GREENUP","KY",2,1,"18440",7661,579,7.55776008354001
"HANCOCK","KY",0,0,"18450",1368,0,0
"HARDIN","KY",1,0,"18460",14026,23,0.163981177812634
"HARLAN","KY",1,1,"18470",7245,406,5.60386473429952
"HARRISON","KY",1,1,"18480",3276,29,0.885225885225885
"HART","KY",0,0,"18490",3191,0,0
"HENDERSON","KY",1,1,"18500",7964,123,1.54445002511301
"HENRY","KY",0,0,"18510",2791,0,0
"HICKMAN","KY",0,0,"18511",867,0,0
"HOPKINS","KY",2,1,"18530",9289,350,3.76789751318764
"JACKSON","KY",0,0,"18540",2540,0,0
"JEFFERSON","KY",6,1,"18550",117594,6097,5.18478833954113
"JESSAMINE","KY",4,3,"18560",5454,111,2.03520352035203
"JOHNSON","KY",1,1,"18570",4948,203,4.10266774454325
"KENTON","KY",5,2,"18580",20709,1452,7.01144429957989
"KNOTT","KY",1,1,"18590",2966,169,5.69790964261632
"KNOX","KY",1,1,"18600",4990,63,1.2625250501002
"LARUE","KY",0,0,"18610",2492,0,0
"LAUREL","KY",1,1,"18620",8896,54,0.607014388489209
"LAWRENCE","KY",1,1,"18630",3132,54,1.72413793103448
"LEE","KY",0,0,"18640",1593,0,0
"LESLIE","KY",1,1,"18650",2607,31,1.18910625239739
"LETCHER","KY",1,1,"18660",5451,513,9.41111722619703
"LEWIS","KY",0,0,"18670",2554,0,0
"LINCOLN","KY",2,1,"18680",4878,57,1.16851168511685
"LIVINGSTON","KY",0,0,"18690",2190,0,0
"LOGAN","KY",0,0,"18700",5032,0,0
"LYON","KY",0,0,"18710",1854,0,0
"MCCRACKEN","KY",2,1,"18720",12730,271,2.12882953652789
"MCCREARY","KY",1,1,"18730",3233,36,1.11351685740798
"MCLEAN","KY",0,0,"18740",1973,0,0
"MADISON","KY",3,0,"18750",10782,72,0.667779632721202
"MAGOFFIN","KY",1,1,"18760",2423,25,1.03177878662815
"MARION","KY",1,0,"18770",3306,11,0.332728372655777
"MARSHALL","KY",1,0,"18780",6778,29,0.427854824431986
"MARTIN","KY",1,1,"18790",2368,187,7.89695945945946
"MASON","KY",0,0,"18800",3186,0,0
"MEADE","KY",0,0,"18801",2888,0,0
"MENIFEE","KY",0,0,"18802",1391,0,0
"MERCER","KY",2,0,"18830",4060,28,0.689655172413793
"METCALFE","KY",1,1,"18831",2256,85,3.7677304964539
"MONROE","KY",0,0,"18850",2776,0,0
"MONTGOMERY","KY",3,1,"18860",4134,73,1.76584421867441
"MORGAN","KY",0,0,"18861",2444,0,0
"MUHLENBERG","KY",2,2,"18880",6474,282,4.35588507877665
"NELSON","KY",1,0,"18890",6418,11,0.171392957307572
"NICHOLAS","KY",0,0,"18900",1437,0,0
"OHIO","KY",1,1,"18910",4352,42,0.965073529411765
"OLDHAM","KY",2,2,"18920",4634,187,4.03539059128183
"OWEN","KY",0,0,"18930",1360,0,0
"OWSLEY","KY",0,0,"18931",1191,0,0
"PENDLETON","KY",1,1,"18932",2126,31,1.45813734713076
"PERRY","KY",1,1,"18960",6580,207,3.14589665653495
"PIKE","KY",2,1,"18970",14932,1313,8.79319582105545
"POWELL","KY",2,2,"18971",2023,35,1.73010380622837
"PULASKI","KY",2,1,"18972",13755,178,1.29407488186114
"ROCKCASTLE","KY",0,0,"18974",2947,0,0
"ROWAN","KY",2,1,"18975",3510,36,1.02564102564103
"RUSSELL","KY",1,0,"18976",3798,18,0.4739336492891
"SCOTT","KY",2,2,"18977",4514,64,1.41781125387683
"SHELBY","KY",0,0,"18978",4611,0,0
"SIMPSON","KY",0,0,"18979",2783,0,0
"SPENCER","KY",0,0,"18980",1715,0,0
"TAYLOR","KY",0,0,"18981",5436,0,0
"TODD","KY",0,0,"18982",1946,0,0
"TRIGG","KY",0,0,"18983",2970,0,0
"TRIMBLE","KY",0,0,"18984",1297,0,0
"UNION","KY",1,1,"18985",2703,36,1.33185349611543
"WARREN","KY",1,0,"18986",14807,15,0.101303437563315
"WASHINGTON","KY",0,0,"18987",2093,0,0
"WAYNE","KY",0,0,"18988",3838,0,0
"WEBSTER","KY",2,2,"18989",2825,63,2.23008849557522
"WHITLEY","KY",1,1,"18990",9858,70,0.710083181172652
"WOLFE","KY",0,0,"18991",1653,0,0
"WOODFORD","KY",2,0,"18992",3362,28,0.83283759666865
"ACADIA","LA",2,1,"19000",9537,94,0.985634895669498
"ALLEN","LA",1,0,"19010",3674,11,0.29940119760479
"ASCENSION","LA",6,4,"19020",9293,1992,21.4354890778005
"ASSUMPTION","LA",3,2,"19030",3549,54,1.52155536770921
"AVOYELLES","LA",4,2,"19040",7615,149,1.95666447800394
"BEAUREGARD","LA",1,0,"19050",5402,17,0.314698259903739
"BIENVILLE","LA",1,1,"19060",3128,38,1.21483375959079
"BOSSIER","LA",5,2,"19070",13682,314,2.29498611314135
"CADDO","LA",4,2,"19080",41033,910,2.21772719518436
"CALCASIEU","LA",4,0,"19090",28582,213,0.745224267021202
"CALDWELL","LA",0,0,"19100",1992,0,0
"CAMERON","LA",0,0,"19110",829,0,0
"CATAHOULA","LA",0,0,"19120",2192,0,0
"CLAIBORNE","LA",1,1,"19130",2906,42,1.44528561596696
"CONCORDIA","LA",1,0,"19140",3729,17,0.455886296594261
"DE SOTO","LA",2,2,"19150",4578,104,2.27173438182612
"EAST BATON ROUGE","LA",6,4,"19160",53483,8614,16.1060523904792
"EAST CARROLL","LA",0,0,"19170",1469,0,0
"EAST FELICIANA","LA",4,3,"19180",3204,255,7.95880149812734
"EVANGELINE","LA",1,0,"19190",6361,29,0.455903159880522
"FRANKLIN","LA",0,0,"19200",3880,0,0
"GRANT","LA",0,0,"19210",3200,0,0
"IBERIA","LA",3,0,"19220",11520,99,0.859375
"IBERVILLE","LA",4,3,"19230",5079,894,17.6018901358535
"JACKSON","LA",1,1,"19240",3084,38,1.23216601815824
"JEFFERSON","LA",5,2,"19250",65598,26260,40.0317082837891
"JEFFERSON DAVIS","LA",1,1,"19260",5342,28,0.524148259078997
"LAFAYETTE","LA",4,1,"19270",25622,455,1.77581765670127
"LAFOURCHE","LA",4,0,"19280",13243,139,1.0496111153062
"LA SALLE","LA",0,0,"19290",2646,0,0
"LINCOLN","LA",3,0,"19300",5869,69,1.1756687681036
"LIVINGSTON","LA",6,3,"19310",12302,3155,25.6462363843278
"MADISON","LA",0,0,"19320",1797,0,0
"MOREHOUSE","LA",0,0,"19330",5920,0,0
"NATCHITOCHES","LA",3,1,"19340",6068,105,1.73038892551088
"ORLEANS","LA",4,2,"19350",41903,13345,31.8473617640742
"OUACHITA","LA",4,0,"19360",21843,105,0.480703200109875
"PLAQUEMINES","LA",3,3,"19370",2872,1238,43.1058495821727
"POINTE COUPEE","LA",5,4,"19380",3826,360,9.40930475692629
"RAPIDES","LA",4,0,"19390",22697,201,0.885579592016566
"RED RIVER","LA",2,2,"19400",1539,30,1.94931773879142
"RICHLAND","LA",0,0,"19410",3797,0,0
"SABINE","LA",1,1,"19420",4507,69,1.53095185267362
"SAINT BERNARD","LA",2,2,"19430",6286,2172,34.5529748647789
"SAINT CHARLES","LA",2,2,"19440",5998,1986,33.1110370123374
"SAINT HELENA","LA",3,3,"19450",1124,91,8.09608540925267
"SAINT JAMES","LA",2,1,"19460",3410,42,1.2316715542522
"ST JOHN THE BAPTIST","LA",2,2,"19470",5526,715,12.9388346000724
"SAINT LANDRY","LA",4,1,"19480",15979,299,1.87120595781964
"SAINT MARTIN","LA",2,1,"19490",6719,133,1.97946122934961
"SAINT MARY","LA",3,0,"19500",8973,99,1.10330992978937
"SAINT TAMMANY","LA",6,2,"19510",28751,7192,25.0147820945358
"TANGIPAHOA","LA",5,3,"19520",16572,747,4.50760318609703
"TENSAS","LA",0,0,"19530",1110,0,0
"TERREBONNE","LA",3,0,"19540",16673,111,0.665747016133869
"UNION","LA",1,0,"19550",4282,14,0.326950023353573
"VERMILION","LA",3,1,"19560",8938,120,1.34258223316178
"VERNON","LA",2,0,"19570",5603,28,0.49973228627521
"WASHINGTON","LA",4,1,"19580",8530,300,3.51699882766706
"WEBSTER","LA",1,1,"19590",8513,113,1.32738165159168
"WEST BATON ROUGE","LA",4,3,"19600",2988,555,18.574297188755
"WEST CARROLL","LA",0,0,"19610",2370,0,0
"WEST FELICIANA","LA",2,2,"19620",1329,72,5.4176072234763
"WINN","LA",1,1,"19630",2552,20,0.783699059561128
"BARNSTABLE","MA",7,2,"22000",59460,3650,6.13858055835856
"BERKSHIRE","MA",0,0,"22010",27801,0,0
"BRISTOL","MA",7,2,"22020",92960,7902,8.50043029259897
"DUKES","MA",0,0,"22030",2693,0,0
"ESSEX","MA",9,4,"22040",116218,14267,12.2760673905935
"FRANKLIN","MA",2,2,"22060",12306,2308,18.7550788233382
"HAMPDEN","MA",7,2,"22070",79701,13668,17.1490947415967
"HAMPSHIRE","MA",4,1,"22080",21997,1991,9.05123425921717
"MIDDLESEX","MA",9,5,"22090",213615,43067,20.1610373803338
"NANTUCKET","MA",0,0,"22120",1223,0,0
"NORFOLK","MA",9,4,"22130",100699,17431,17.3100030784814
"PLYMOUTH","MA",7,2,"22150",71801,7422,10.3369033857467
"SUFFOLK","MA",12,4,"22160",89749,7758,8.64410745523627
"WORCESTER","MA",11,4,"22170",116989,42068,35.9589363102514
"ALLEGANY","MD",1,0,"21000",15816,21,0.132776934749621
"ANNE ARUNDEL","MD",6,2,"21010",63529,1970,3.10094602465016
"BALTIMORE","MD",8,4,"21020",125155,7294,5.82797331309177
"BALTIMORE CITY","MD",6,3,"21030",93746,6343,6.76615535596185
"CALVERT","MD",2,2,"21040",9333,179,1.91792564020144
"CAROLINE","MD",0,0,"21050",5066,0,0
"CARROLL","MD",4,1,"21060",23978,330,1.37626157310868
"CECIL","MD",2,1,"21070",12475,84,0.673346693386774
"CHARLES","MD",4,3,"21080",12525,484,3.86427145708583
